"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk"
"596","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"597","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"598","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"599","(39.52,552]","(24.8,389]","(24.8,167]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"600","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"601","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"602","[1.61,39.52]","[1,24.8]","(24.8,167]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"603","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"604","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"605","[1.61,39.52]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"606","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"607","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"608","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"609","[1.61,39.52]","(24.8,389]","(24.8,167]","(23.3,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"610","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","[1.53,25]","[1,35.9]"
"611","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"612","[1.61,39.52]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"613","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"614","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"615","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"616","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"617","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"618","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"619","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"620","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","[1,35.9]"
"621","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"622","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"623","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","(25,170]","(35.9,343]"
"624","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"625","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"626","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"627","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"628","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"629","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"630","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"631","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"632","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"633","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"634","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"635","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"636","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"637","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","(35.9,343]"
"638","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"639","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"640","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"641","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"642","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"643","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"644","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"645","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"646","(39.52,552]","(24.8,389]","(24.8,167]","[1.11,23.3]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"647","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"648","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"649","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","(25,170]","(35.9,343]"
"650","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"651","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"652","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"653","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"654","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"655","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"656","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"657","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"658","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","[1,35.9]"
"659","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"660","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"661","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"662","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"663","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"664","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"665","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"666","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","(25,170]","(35.9,343]"
"667","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"668","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"669","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"670","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","(35.9,343]"
"671","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"672","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"673","[1.61,39.52]","[1,24.8]","(24.8,167]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","(25,170]","(35.9,343]"
"674","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"675","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"676","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"677","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"678","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"679","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"680","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"681","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","(35.9,343]"
"682","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"683","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"684","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"685","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"686","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"687","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","[1,35.9]"
"688","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"689","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"690","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"691","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"692","[1.61,39.52]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"693","[1.61,39.52]","[1,24.8]","(24.8,167]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"694","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","[1,35.9]"
"695","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"696","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"697","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"698","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"699","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"700","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"701","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"702","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"703","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"704","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"705","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"706","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"707","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"708","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","(35.9,343]"
"709","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"710","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"711","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"712","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"713","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","[1,35.9]"
"714","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"715","[1.61,39.52]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"716","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"717","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"718","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","(45.3,764]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"719","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","[1,35.9]"
"720","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"721","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"722","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"723","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"724","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","[1.53,25]","[1,35.9]"
"725","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","(35.9,343]"
"726","(39.52,552]","[1,24.8]","(24.8,167]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"727","[1.61,39.52]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"728","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"729","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","(35.9,343]"
"730","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"731","[1.61,39.52]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"732","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","(39.6,3555]","(547,4491]","(8.06,106]","[1.53,25]","[1,35.9]"
"733","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"734","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"735","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"736","(39.52,552]","[1,24.8]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"737","(39.52,552]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","[1,8.06]","(25,170]","[1,35.9]"
"738","(39.52,552]","[1,24.8]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"739","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","(547,4491]","(8.06,106]","(25,170]","[1,35.9]"
"740","(39.52,552]","(24.8,389]","[1,24.8]","[1.11,23.3]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","[1,8.06]","(25,170]","(35.9,343]"
"741","[1.61,39.52]","[1,24.8]","[1,24.8]","(23.3,843]","(45.3,764]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"742","(39.52,552]","(24.8,389]","[1,24.8]","(23.3,843]","[1,45.3]","(25.3,2571]","(39.6,3555]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
"743","(39.52,552]","(24.8,389]","(24.8,167]","(23.3,843]","[1,45.3]","[1,25.3]","[1.7,39.6]","[1.95,547]","(8.06,106]","(25,170]","[1,35.9]"
